id,series,block,format,card_num,name,type,class,race,professions,talent,faction,type_tags,rarity,cost,cost_modifier,attack,strike_cost,damage_type,defense,health,rules,wowtcgdb_id,card_image,series_type,ally_faction,talent_restrictions,race_restrictions,profession_restrictions,reputation_restrictions
1659,Hunt for Illidan,Burning Crusade,"Classic, Core",150,Dawn Ravensdale,Ally,Priest,Undead,,,Horde,,C,5,,4,,Holy,0,4,"When Dawn enters play, you may turn target face-down hero face up.",1958,HfI_150.jpg,Core,Neutral,,,,
1660,Hunt for Illidan,Burning Crusade,"Classic, Core",151,"""Deathgrip"" Jones",Ally,Warrior,Undead,,,Horde,,C,4,,3,,Melee,0,4,"Protector
Your weapons can't be targeted by opponents.",1884,HfI_151.jpg,Core,Neutral,,,,
1661,Hunt for Illidan,Burning Crusade,"Classic, Core",152,Elder Huntsman Swiftshot,Ally,Hunter,Tauren,,,Horde,,R,4,,3,,Ranged,0,4,"Long-Range
When Swiftshot or another [Ranged] ally enters your party, it may deal 1 ranged damage to target hero or ally.",1843,HfI_152.jpg,Core,Neutral,,,,
1662,Hunt for Illidan,Burning Crusade,"Classic, Core",153,"""Eyeball"" Jones",Ally,Rogue,Undead,,,Horde,,U,1,,1,,Melee,0,2,"When Eyeball deals combat damage to a hero or ally, exhaust that character, and it can't ready during its controller's next ready step.",1877,HfI_153.jpg,Core,Neutral,,,,
1663,Hunt for Illidan,Burning Crusade,"Classic, Core",154,Flame Bender Ta'jin,Ally,Mage,Troll,,,Horde,,U,6,,4,,Fire,0,3,"When Ta'jin enters play, gain control of target ability. If it's attached, you may reattach it.",2036,HfI_154.jpg,Core,Neutral,,,,
1664,Hunt for Illidan,Burning Crusade,"Classic, Core",155,Forager Cloudbloom,Ally,Druid,Tauren,,,Horde,,U,1,,1,,Arcane,0,1,"When Cloudbloom readies, draw a card.",1961,HfI_155.jpg,Core,Neutral,,,,
1665,Hunt for Illidan,Burning Crusade,"Classic, Core",156,Forager Hoofbeat,Ally,Warrior,Tauren,,,Horde,,C,5,,3,,Melee,0,5,"Protector
When Hoofbeat readies, draw a card.",1901,HfI_156.jpg,Core,Neutral,,,,
1666,Hunt for Illidan,Burning Crusade,"Classic, Core",157,Illia the Bitter,Ally,Hunter,Blood Elf,,,Horde,,C,5,,6,,Ranged,0,4,Fire Resistance (Prevent all fire [Fire] damage that this ally would be dealt.),1960,HfI_157.jpg,Core,Neutral,,,,
1667,Hunt for Illidan,Burning Crusade,"Classic, Core",158,Kaelos Sunscream,Ally,Priest,Blood Elf,,,Horde,,C,4,,4,,Holy,0,4,"Pay 1, Destroy another ally in your party >>> Destroy target ability.",1898,HfI_158.jpg,Core,Neutral,,,,
1668,Hunt for Illidan,Burning Crusade,"Classic, Core",159,Kam'pah,Ally,Warrior,Orc,,,Horde,,C,3,,3,,Melee,0,3,Opponents can't place quests face up.,1900,HfI_159.jpg,Core,Neutral,,,,
1669,Hunt for Illidan,Burning Crusade,"Classic, Core",160,Lu'ka de Wall,Ally,Warrior,Troll,,,Horde,,C,6,,6,,Melee,0,5,"Protector
When Lu'ka is dealt damage, you may exhaust target hero or ally.",1982,HfI_160.jpg,Core,Neutral,,,,
1670,Hunt for Illidan,Burning Crusade,"Classic, Core",161,Natasha Hutchins,Ally,Mage,Undead,,,Horde,,C,2,,3,,Shadow,0,2,Shadow Resistance (Prevent all shadow [Shadow] damage that this ally would be dealt.),1817,HfI_161.jpg,Core,Neutral,,,,
1671,Hunt for Illidan,Burning Crusade,"Classic, Core",162,Offender Gora,Ally,Shaman,Orc,,,Horde,,U,1,,2,,Melee,0,1,"Ferocity
Gora has -2 ATK during each opponent's turn.",2037,HfI_162.jpg,Core,Neutral,,,,
1672,Hunt for Illidan,Burning Crusade,"Classic, Core",163,Overlord Or'barokh,Ally,Warrior,Orc,,,Horde,Unique,R,8,,8,,Melee,0,1,"Ferocity
When Or'barokh enters play, you may destroy target damaged ally.",1891,HfI_163.jpg,Core,Neutral,,,,
1673,Hunt for Illidan,Burning Crusade,"Classic, Core",164,"""The Painsaw""",Ally,Warrior,Orc,,,Horde,,C,3,,3,,Melee,0,2,"When The Painsaw enters play, you may destroy target ready weapon.",1893,HfI_164.jpg,Core,Neutral,,,,
1674,Hunt for Illidan,Burning Crusade,"Classic, Core",165,Ra'waza Stonetusk,Ally,Shaman,Troll,,,Horde,,C,2,,0,,Nature,0,5,"Protector
At the start of your turn, Ra'waza heals all damage from himself.",1872,HfI_165.jpg,Core,Neutral,,,,
1675,Hunt for Illidan,Burning Crusade,"Classic, Core",166,Roger Mortis,Ally,Warlock,Undead,,,Horde,,C,6,,4,,Fire,0,5,"Pay 1, Put 1 damage on another ally in your party >>> Roger deals 1 fire damage to target hero or ally. Use only on your turn.",1981,HfI_166.jpg,Core,Neutral,,,,
1676,Hunt for Illidan,Burning Crusade,"Classic, Core",167,Roon Plainswalker,Ally,Shaman,Tauren,,,Horde,,C,3,,4,,Frost,0,2,Nature Resistance (Prevent all nature [Nature] damage that this ally would be dealt.),1959,HfI_167.jpg,Core,Neutral,,,,
1677,Hunt for Illidan,Burning Crusade,"Classic, Core",168,Skronk Skullseeker,Ally,Rogue,Orc,,,Horde,,C,2,,1,,Melee,0,3,Skronk has +3 ATK while attacking an exhausted hero or ally.,1902,HfI_168.jpg,Core,Neutral,,,,
1678,Hunt for Illidan,Burning Crusade,"Classic, Core",169,The Soul Conductor,Ally,Warlock,Orc,,,Horde,,R,3,,2,,Shadow,0,2,The Soul Conductor had +1 ATK / +1 health for each ally card in opposing removed from game zones.,1980,HfI_169.jpg,Core,Neutral,,,,
1679,Hunt for Illidan,Burning Crusade,"Classic, Core",170,Tusk,Ally,Hunter,Troll,,,Horde,,U,3,,1,,Ranged,0,4,"Ferocity
When Tusk deals combat damage to a hero or ally, other heroes and allies in your party have long-range while attacking that character this turn.",1979,HfI_170.jpg,Core,Neutral,,,,
1680,Hunt for Illidan,Burning Crusade,"Classic, Core",171,Xela the Tormentor,Ally,Warlock,Blood Elf,,,Horde,,R,6,,3,,Shadow,0,3,"When Xela enters play, you may put a Pet card from your graveyard into play if its cost is less than or equal to the number of resources you have.",1962,HfI_171.jpg,Core,Neutral,,,,
1681,Hunt for Illidan,Burning Crusade,"Classic, Core",172,Ya'za the Vandal,Ally,Rogue,Troll,,,Horde,,C,4,,4,,Melee,0,3,"When Ya'za enters play, you may destroy target armor or item.",1889,HfI_172.jpg,Core,Neutral,,,,
1682,Hunt for Illidan,Burning Crusade,"Classic, Core",173,Anchorite Ceyla,Ally,Priest,Draenei,,,Neutral,Unique,R,7,,6,,Holy,0,7,"Aldor Reputation
When another ally in your party is destroyed, its owner may put it from his graveyard into hand at the start of the next turn.",2003,HfI_173.jpg,Core,Aldor,,,,Aldor
1683,Hunt for Illidan,Burning Crusade,"Classic, Core",174,Anchorite Kilandra,Ally,Priest,Draenei,,,Neutral,,C,1,,1,,Holy,0,2,"Aldor Reputation
When Kilandra enters play, name a card in play you control.
Inspire: Card with that name (You may ready a card you control with that name during each other player's ready step.)",1832,HfI_174.jpg,Core,Aldor,,,,Aldor
1684,Hunt for Illidan,Burning Crusade,"Classic, Core",175,Exarch Onaala,Ally,Priest,Draenei,,,Neutral,Unique,E,8,,4,,Holy,0,8,"Aldor Reputation
Pay 5 >>> Onaala deals 4 unpreventable holy damage to target hero or ally. Use only on your turn.
Pay 4 >>> Onaala heals 14 damage from target hero or ally. Use only on your turn.",2038,HfI_175.jpg,Core,Aldor,,,,Aldor
1685,Hunt for Illidan,Burning Crusade,"Classic, Core",176,Instructor Giralo,Ally,Priest,Draenei,,,Neutral,,C,2,,2,,Holy,0,3,"Aldor Reputation
Inspire: Ally (You may ready one of your allies during each other player's ready step.)
When Giralo inspires an ally, that ally is a protector this turn.",1914,HfI_176.jpg,Core,Aldor,,,,Aldor
1686,Hunt for Illidan,Burning Crusade,"Classic, Core",177,Thief Catcher Norun,Ally,Warrior,Draenei,,,Neutral,,C,3,,1,,Melee,0,4,"Aldor Reputation (Can't put Scryer card in your deck.)
Protector
Norun can also protect against attackers with stealth.",1915,HfI_177.jpg,Core,Aldor,,,,Aldor
1687,Hunt for Illidan,Burning Crusade,"Classic, Core",178,Vindicator Aluumen,Ally,Warrior,Draenei,,,Neutral,Unique,R,6,,6,,Melee,0,6,"Aldor Reputation
Inspire: All friendly protectors",2039,HfI_178.jpg,Core,Aldor,,,,Aldor
1688,Hunt for Illidan,Burning Crusade,"Classic, Core",179,Vindicator Falaan,Ally,Warrior,Draenei,,,Neutral,,R,3,,3,,Holy,0,3,"Aldor Reputation
Inspire: All friendly heroes and allies with [Activate] powers.",2040,HfI_179.jpg,Core,Aldor,,,,Aldor
1689,Hunt for Illidan,Burning Crusade,"Classic, Core",180,Vindicator Javlo,Ally,Priest,Draenei,,,Neutral,,C,5,,4,,Melee,0,5,"Aldor Reputation (Can't put Scryer card in your deck.)
When an ally in your party is inspired, draw a card.",1887,HfI_180.jpg,Core,Aldor,,,,Aldor
1690,Hunt for Illidan,Burning Crusade,"Classic, Core",181,Vindicator Kentho,Ally,Warrior,Draenei,,,Neutral,,U,2,,3,,Melee,0,2,"Aldor Reputation
Destroy Kentho >>> Interrupt target card or effect targeting a card in play you control.",1917,HfI_181.jpg,Core,Aldor,,,,Aldor
1691,Hunt for Illidan,Burning Crusade,"Classic, Core",182,Vindicator Lorin,Ally,Paladin,Draenei,,,Neutral,,U,4,,4,,Holy,0,4,"Aldor Reputation
Inspire: Armor and item",2041,HfI_182.jpg,Core,Aldor,,,,Aldor
1692,Hunt for Illidan,Burning Crusade,"Classic, Core",183,Vindicator Vasha,Ally,Paladin,Draenei,,,Neutral,,U,1,,2,,Holy,0,1,"Aldor Reputation
Cards in play with reputation other than Aldor lose and can't have powers.",1951,HfI_183.jpg,Core,Aldor,,,,Aldor
1693,Hunt for Illidan,Burning Crusade,"Classic, Core",184,Arcanist Bartis,Ally,Mage,Blood Elf,,,Neutral,,C,2,,1,,Fire,0,1,"Scryer Reputation
Sabotage: Player (This ally can attack opposing players.)
When Bartis sabotages a player, that player discards a card or destroys an ally in his party.",1978,HfI_184.jpg,Core,Scryer,,,,Scryer
1694,Hunt for Illidan,Burning Crusade,"Classic, Core",185,Arcanist Renaan,Ally,Mage,Blood Elf,,,Neutral,,C,1,,1,,Arcane,0,2,"Scryer Reputation (Can't put Aldor card in your deck.)
If you would draw a card, you may draw it from the bottom of your deck instead.",1892,HfI_185.jpg,Core,Scryer,,,,Scryer
1695,Hunt for Illidan,Burning Crusade,"Classic, Core",186,Arcanist Thelis,Ally,Mage,Blood Elf,,,Neutral,Unique,R,6,,5,,Arcane,0,4,"Scryer Reputation
Sabotage: Deck
When Thelis sabotages a deck, switch that deck with yours.",2042,HfI_186.jpg,Core,Scryer,,,,Scryer
1696,Hunt for Illidan,Burning Crusade,"Classic, Core",187,Battlemage Vyara,Ally,Any,Blood Elf,,,Neutral,Unique,R,7,,6,,Melee,0,6,"Scryer Reputation
You may exhaust Vyara rather than pay the cost of an ability with cost 7 or less, or a weapon's strike cost of 7 or less.",1802,HfI_187.jpg,Core,Scryer,,,,Scryer
1697,Hunt for Illidan,Burning Crusade,"Classic, Core",188,Historian Firana,Ally,Rogue,Blood Elf,,,Neutral,,C,3,,3,,Melee,0,3,"Scryer Reputation (Can't put Aldor card in your deck.)
Stealth
Opponents play with their hands revealed.",1896,HfI_188.jpg,Core,Scryer,,,,Scryer
1698,Hunt for Illidan,Burning Crusade,"Classic, Core",189,Magistrix Valthin,Ally,Mage,Blood Elf,,,Neutral,,U,3,,4,,Frost,0,2,"Scryer Reputation
When an ability enters play, you may have target player gain control of it. If it's attached, that player may reattach it.",1977,HfI_189.jpg,Core,Scryer,,,,Scryer
1699,Hunt for Illidan,Burning Crusade,"Classic, Core",190,Retainer Alashon,Ally,Rogue,Blood Elf,,,Neutral,,R,2,,2,,Nature,0,3,"Scryer Reputation
Sabotage: All keywords
When Alashon sabotages keywords, opposing cards everywhere lose and can't have keyword powers while he remains in your party.",1936,HfI_190.jpg,Core,Scryer,,,,Scryer
1700,Hunt for Illidan,Burning Crusade,"Classic, Core",191,Retainer Faryn,Ally,Rogue,Blood Elf,,,Neutral,,U,5,,3,,Melee,0,3,"Scryer Reputation
Sabotage: Resource
When Faryn sabotages a resource, gain control of it. (Move it to your resource row.)",2043,HfI_191.jpg,Core,Scryer,,,,Scryer
1701,Hunt for Illidan,Burning Crusade,"Classic, Core",192,Retainer Kai,Ally,Rogue,Blood Elf,,,Neutral,,C,4,,4,,Melee,0,4,"Scryer Reputation (Can't put Aldor card in your deck.)
When Kai or another Scryer ally enters your party, opposing heroes and allies can't protect this turn.",1916,HfI_192.jpg,Core,Scryer,,,,Scryer
1702,Hunt for Illidan,Burning Crusade,"Classic, Core",193,Retainer Marcus,Ally,Hunter,Blood Elf,,,Neutral,,U,1,,0,,Ranged,0,2,"Scryer Reputation
When Marcus enters play, look at target player's hand and name a card in it.
That player can't play cards with that name.",1897,HfI_193.jpg,Core,Scryer,,,,Scryer
1703,Hunt for Illidan,Burning Crusade,"Classic, Core",194,Varen the Reclaimer,Ally,Mage,Blood Elf,,,Neutral,Unique,E,8,,6,,Melee,0,8,"Scryer Reputation
Sabotage: Game
When Varen sabotages a game, the winner of this game also wins the next game.",2044,HfI_194.jpg,Core,Scryer,,,,Scryer
1704,Hunt for Illidan,Burning Crusade,"Classic, Core",195,Akama,Ally,Any,Broken,,,Neutral,Unique,E,8,,7,,Melee,0,9,"Loyal Hero Required
Protector, Stealth
Other allies in your party are untargetable.
Traitor cards can't be played.",1847,HfI_195.jpg,Core,Neutral,Loyal,,,
1705,Hunt for Illidan,Burning Crusade,"Classic, Core",196,Ambassador Jerrikar,Ally,Demon,Demon,,,Neutral,Unique,R,5,,4,,Melee,0,5,Jerrikar has ferocity if an opponent went first this game.,1976,HfI_196.jpg,Core,Neutral,,,,
1706,Hunt for Illidan,Burning Crusade,"Classic, Core",197,Azaloth,Ally,Demon,Demon,,,Neutral,Unique,E,12,,50,,Melee,0,50,"When Azaloth enters play, choose an opponent.
That opponent puts five Warlock ally tokens with 0 Shadow ATK / 5 health into play.
Azaloth can't attack while any of those tokens are in play.",2004,HfI_197.jpg,Core,Neutral,,,,
1707,Hunt for Illidan,Burning Crusade,"Classic, Core",198,Collidus the Warp-Watcher,Ally,Demon,Demon,,,Neutral,Unique,E,7,,6,,Shadow,0,4,"When Collidus enters play, put each other ally into its owner's hand.",2045,HfI_198.jpg,Core,Neutral,,,,
1708,Hunt for Illidan,Burning Crusade,"Classic, Core",199,Doomwalker,Ally,Any,Mechanical,,,Neutral,Unique,E,11,,11,,Melee,0,11,"When an opposing ability, ally, or equipment becomes exhausted, destroy it.",2005,HfI_199.jpg,Core,Neutral,,,,
1709,Hunt for Illidan,Burning Crusade,"Classic, Core",200,Edward the Odd,Ally,Paladin,Human,,,Neutral,,E,5,,5,,Melee,0,5,Cards in opposing hand lose and can't have instant.,1975,HfI_200.jpg,Core,Neutral,,,,
1710,Hunt for Illidan,Burning Crusade,"Classic, Core",201,Ethereal Plunderer,Ally,Any,Etheral,,,Neutral,,R,5,,4,,Arcane,0,4,"When Ethereal Plunderer leaves play, you may gain control of target equipment.",1841,HfI_201.jpg,Core,Neutral,,,,
1711,Hunt for Illidan,Burning Crusade,"Classic, Core",202,Maiev Shadowsong,Ally,Any,Night Elf,,,Neutral,Unique,E,8,,5,,Ranged,0,1,"Loyal Hero Required
Elusive, Ferocity, Long-Range, Protector, Stealth, Untargetable",1849,HfI_202.jpg,Core,Neutral,Loyal,,,
1712,Hunt for Illidan,Burning Crusade,"Classic, Core",203,Xi'ri,Ally,Any,Naaru,,,Neutral,Unique,E,13,,13,,Holy,0,13,"At the end of your turn, destroy all Demons.",1974,HfI_203.jpg,Core,Neutral,,,,
1713,Hunt for Illidan,Burning Crusade,"Classic, Core",204,Akama's Sash,Armor,MgPrWk,,,,Neutral,Armor Cloth Waist (1),R,4,,0,,,0,0,"Loyal Hero Required
If your hero would deal damage with an ability, it deals that much unpreventable damage +1 instead.
When an ally is destroyed by fatal damage dealt with an ability you control, remove that ally from the game.",2006,HfI_204.jpg,Core,Neutral,Loyal,,,
1714,Hunt for Illidan,Burning Crusade,"Classic, Core",205,Ar'tor's Mainstay,Armor,HuSh,,,,Neutral,Armor Mail Hands (1),R,4,,0,,,2,0,"When your hero deals damage with an ability, you may ready one of your resources.",1973,HfI_205.jpg,Core,Neutral,,,,
1715,Hunt for Illidan,Burning Crusade,"Classic, Core",206,Borak's Belt of Bravery,Armor,PaWr,,,,Neutral,Armor Plate Waist (1),U,2,,0,,,3,0,"When Borak's Belt of Bravery prevents damage, put 1 damage on your hero.",1939,HfI_206.jpg,Core,Neutral,,,,
1716,Hunt for Illidan,Burning Crusade,"Classic, Core",207,Coif of the Wicked,Armor,HuSh,,,,Neutral,Armor Mail Head (1),R,5,,0,,,3,0,"[Hunter]: When you place a quest, ready your hero and all of your Ranged weapons.
[Shaman]: When you place a quest, ready your hero and all of your Melee weapons.",2046,HfI_207.jpg,Core,Neutral,,,,
1717,Hunt for Illidan,Burning Crusade,"Classic, Core",208,Doomplate Shoulderguards,Armor,PaWr,,,,Neutral,Armor Plate Shoulder (1),U,2,,0,,,1,0,Each of your other equipment if untargetable while you have five or more equipment.,1972,HfI_208.jpg,Core,Neutral,,,,
1718,Hunt for Illidan,Burning Crusade,"Classic, Core",209,Gloves of the High Magus,Armor,MgPrWk,,,,Neutral,Armor Cloth Hands (1),E,4,,0,,,0,0,"[Activate], Remove the top card of your deck from the game >>> If it's an ability, ally, or equipment card, you may play it this turn if able. If it's a quest card, you may place it this turn if able.",1971,HfI_209.jpg,Core,Neutral,,,,
1719,Hunt for Illidan,Burning Crusade,"Classic, Core",210,Greaves of Desolation,Armor,HuSh,,,,Neutral,Armor Mail Legs (1),R,2,,0,,,1,0,"When you strike with a weapon, your hero heals all damage from target ally in your party.",2047,HfI_210.jpg,Core,Neutral,,,,
1720,Hunt for Illidan,Burning Crusade,"Classic, Core",211,The Hands of Fate,Armor,PaWr,,,,Neutral,Armor Plate Hands (1),R,2,,0,,,1,0,The Hands of Fate enters play with three +1 DEF counters if an opponent went first this game.,1934,HfI_211.jpg,Core,Neutral,,,,
1721,Hunt for Illidan,Burning Crusade,"Classic, Core",212,Hauberk of Karabor,Armor,DrRo,,,,Neutral,Armor Leather Chest (1),R,2,,0,,,0,0,Your hero has +1 health for each ability and equipment you control.,2048,HfI_212.jpg,Core,Neutral,,,,
1722,Hunt for Illidan,Burning Crusade,"Classic, Core",213,Mana-Etched Spaulders,Armor,MgPrWk,,,,Neutral,Armor Cloth Shoulder (1),U,2,,0,,,1,0,[Activate] >>> Your hero heals 1 damage from itself for each of your armor with Mana-Etched in its name.,1970,HfI_213.jpg,Core,Neutral,,,,
1723,Hunt for Illidan,Burning Crusade,"Classic, Core",214,Naaru Belt of Precision,Armor,DrRo,,,,Neutral,Armor Leather Waist (1),R,2,,0,,,0,0,"Naaru Belt of Precision has +X DEF, where X is your hero's ATK.",2049,HfI_214.jpg,Core,Neutral,,,,
1724,Hunt for Illidan,Burning Crusade,"Classic, Core",215,Netherwing Protector's Shield,Armor,PaShWr,,,,Neutral,Armor Shield Off-Hand (1),U,2,,0,,,1,0,Your hero has dual shield. (Can have a second Shield instead of a Melee weapon.),2050,HfI_215.jpg,Core,Neutral,,,,
1725,Hunt for Illidan,Burning Crusade,"Classic, Core",216,Pauldrons of Desolation,Armor,HuSh,,,,Neutral,Armor Mail Shoulder (1),R,4,,0,,,2,0,"When you strike with a weapon, target ally in your party has long-range this turn.",2051,HfI_216.jpg,Core,Neutral,,,,
1726,Hunt for Illidan,Burning Crusade,"Classic, Core",217,Wastewalker Shoulderpads,Armor,DrRo,,,,Neutral,Armor Leather Shoulder (1),U,3,,0,,,1,0,"When your hero attacks, you may exhaust target hero or ally.",2052,HfI_217.jpg,Core,Neutral,,,,
1727,Hunt for Illidan,Burning Crusade,"Classic, Core",218,Band of the Inevitable,Item,DrPaSh,,,,Neutral,Item Ring (2),R,2,,0,,,0,0,"Pay X, Destroy Band of the Inevitable >>> Destroy each equipment with cost X or less. Use only on your turn.",1826,HfI_218.jpg,Core,Neutral,,,,
1728,Hunt for Illidan,Burning Crusade,"Classic, Core",219,Lightwarden's Band,Item,HuPaRoWr,,,,Neutral,Item Ring (2),R,2,,0,,,0,0,"Aldor Reputation
Your hero has ""Inspire: Ability, ally, equipment, hero, or resource.""",1807,HfI_219.jpg,Core,Aldor,,,,Aldor
1729,Hunt for Illidan,Burning Crusade,"Classic, Core",220,Medallion of the Lightbearer,Item,Any,,,,Neutral,Item Neck (1),U,1,,0,,,0,0,"Aldor Reputation
Heroes and allies in your party with inspire are also protectors.",1880,HfI_220.jpg,Core,Aldor,,,,Aldor
1730,Hunt for Illidan,Burning Crusade,"Classic, Core",221,Scryer's Bloodgem,Item,Any,,,,Neutral,Item Trinket (2),U,2,,0,,,0,0,"Scryer Reputation
Heroes and allies in your party with sabotage also have stealth",1949,HfI_221.jpg,Core,Scryer,,,,Scryer
1731,Hunt for Illidan,Burning Crusade,"Classic, Core",222,Seer's Signet,Item,DrMgPrShWk,,,,Neutral,Item Ring (2),R,6,,0,,,0,0,"Scryer Reputation
Your hero has ""Sabotage: Ability or equipment.""
When your hero sabotages a card, destroy it.",1804,HfI_222.jpg,Core,Scryer,,,,Scryer
1732,Hunt for Illidan,Burning Crusade,"Classic, Core",223,Ashtongue Blade,Weapon,RoSh,,,,Neutral,Weapon Dagger Melee (1),U,2,,1,0,Melee,0,0,"Loyal Hero Required (Can't put this in your deck if your hero is a Traitor.)
Untargetable",1935,HfI_223.jpg,Core,Neutral,Loyal,,,
1733,Hunt for Illidan,Burning Crusade,"Classic, Core",224,Bloodwarder's Rifle,Weapon,Hunter,,,,Neutral,Weapon Gun Ranged (1),R,4,,3,2,Ranged,0,0,Your hero has long-range.,1950,HfI_224.jpg,Core,Neutral,,,,
1734,Hunt for Illidan,Burning Crusade,"Classic, Core",225,Felsteel Whisper Knives,Weapon,Rogue,,,,Neutral,Weapon Knife Ranged (1),R,1,,2,1,Ranged,0,0,"Thrown (When you strike with this weapon, your hero has long-range this combat. At the end of this turn, put this weapon into its owner's hand.)",1969,HfI_225.jpg,Core,Neutral,,,,
1735,Hunt for Illidan,Burning Crusade,"Classic, Core",226,Hammer of the Naaru,Weapon,DrPaSh,,,,Neutral,Two-Handed Weapon Mace Melee (1),E,8,,6,0,Melee,0,0,"When your hero attacks, exhaust all opposing heroes and allies.
Damage that would be dealt with Hammer of the Naaru is unpreventable.",2053,HfI_226.jpg,Core,Neutral,,,,
1736,Hunt for Illidan,Burning Crusade,"Classic, Core",227,Illidari-Bane Mageblade,Weapon,MgPrWk,,,,Neutral,Weapon Dagger Melee (1),U,2,,1,2,Melee,0,0,"If your hero would deal damage to a Demon, it deals double that much instead.",1933,HfI_227.jpg,Core,Neutral,,,,
1737,Hunt for Illidan,Burning Crusade,"Classic, Core",228,Lucky Strike Axe,Weapon,HuPaShWr,,,,Neutral,Two-Handed Weapon Axe Melee (1),R,4,,1,0,Melee,0,0,Lucky Strike Axe enters play with three +1 ATK counters if an opponent went first this game.,1968,HfI_228.jpg,Core,Neutral,,,,
1738,Hunt for Illidan,Burning Crusade,"Classic, Core",229,Staff of the Ashtongue Deathsworn,Weapon,DrPrSh,,,,Neutral,Two-Handed Weapon Staff Melee (1),R,4,,1,4,Melee,0,0,"Loyal Hero Required
Text that refers to the start of a turn refers to the end of that turn instead.",2007,HfI_229.jpg,Core,Neutral,Loyal,,,
1739,Hunt for Illidan,Burning Crusade,"Classic, Core",230,Tirisfal Wand of Ascendancy,Weapon,MgPrWk,,,,Neutral,Weapon Wand (1),U,1,,1,1,Shadow,0,0,Remove an ability card in your graveyard from the game >>> You pay 1 less the next time you strike with Tirisfal Wand of Ascendancy this turn.,1967,HfI_230.jpg,Core,Neutral,,,,
1740,Hunt for Illidan,Burning Crusade,"Classic, Core",231,Vindicator's Brand,Weapon,PaWr,,,,Neutral,Weapon Sword Melee (1),R,3,,3,1,Melee,0,0,"Aldor Reputation
When Vindicator's Brand is destroyed, you may destroy target ability or equipment.",1805,HfI_231.jpg,Core,Aldor,,,,Aldor
1741,Hunt for Illidan,Burning Crusade,"Classic, Core",232,Retainer's Blade,Weapon,RoSh,,,,Neutral,Weapon Dagger Melee (1),R,2,,2,1,Melee,0,0,"Scryer Reputation
When Retainer's Blade is destroyed, you may destroy target ally.",1806,HfI_232.jpg,Core,Scryer,,,,Scryer
1742,Hunt for Illidan,Burning Crusade,"Classic, Core",233,Return to the Aldor,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Aldor Reputation
If you have another Aldor card in play, pay 2 to complete this quest.
Reward: Draw a card.",1883,HfI_233.jpg,Core,Aldor,,,,Aldor
1743,Hunt for Illidan,Burning Crusade,"Classic, Core",234,Return to the Scryers,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Scryer Reputation
If you have another Scryer card in play, pay 2 to complete this quest.
Reward: Draw a card.",1966,HfI_234.jpg,Core,Scryer,,,,Scryer
1744,Hunt for Illidan,Burning Crusade,"Classic, Core",235,Against the Illidari,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"If you control an ability, pay 2 to complete this quest.
Reward: Draw a card.",1913,HfI_235.jpg,Core,Neutral,,,,
1745,Hunt for Illidan,Burning Crusade,"Classic, Core",236,Akama's Promise,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Loyal Hero Required (Can't put this into your deck if your hero is a Traitor.)
Pay 1 for each card in your hand to complete this quest.
Reward: Draw a card.",1848,HfI_236.jpg,Core,Neutral,Loyal,,,
1746,Hunt for Illidan,Burning Crusade,"Classic, Core",237,Bane of the Illidari,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"If you have an equipment, pay 2 to complete this quest.
Reward: Draw a card.",1911,HfI_237.jpg,Core,Neutral,,,,
1747,Hunt for Illidan,Burning Crusade,"Classic, Core",238,Battle of the Crimson Watch,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Pay 3 or more to complete this quest.
Reward: Draw a card for each 3 paid this way.",2054,HfI_238.jpg,Core,Neutral,,,,
1748,Hunt for Illidan,Burning Crusade,"Classic, Core",239,The Cipher of Damnation,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Pay 3 to complete this quest.
Reward: Reveal the top two cards of your deck. If they have different card types, put both into hand. Otherwise, put both on the bottom of your deck.",1909,HfI_239.jpg,Core,Neutral,,,,
1749,Hunt for Illidan,Burning Crusade,"Classic, Core",240,The Deathforge,Quest,Any,,,,Neutral,,U,0,,0,,,0,0,"Remove three equipment cards in your graveyard from the game to complete this quest.
Reward: Draw a card.",2055,HfI_240.jpg,Core,Neutral,,,,
1750,Hunt for Illidan,Burning Crusade,"Classic, Core",241,The Fel and the Furious,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"If your hero has more damage than an opposing hero, pay 1 to complete this quest.
Reward: Draw a card.",1895,HfI_241.jpg,Core,Neutral,,,,
1751,Hunt for Illidan,Burning Crusade,"Classic, Core",242,I Was a Lot of Things..,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Pay 3 to complete this quest.
Reward: Draw a card for each opposing hero.",1948,HfI_242.jpg,Core,Neutral,,,,
1752,Hunt for Illidan,Burning Crusade,"Classic, Core",243,The Lexicon Demonica,Quest,Any,,,,Neutral,,R,0,,0,,,0,0,"During your turn, pay 3 to complete this quest.
Reward: Turn all quests face down.",1846,HfI_243.jpg,Core,Neutral,,,,
