series,series_abr,card_num,name,type,class,race,professions,talent,faction,type_tags,rarity,cost,cost_modifier,attack,strike_cost,damage_type,defense,health,rules,wowtcgdb_id,card_image,series_type,ally_faction,talent_restrictions,race_restrictions,profession_restrictions,reputation_restrictions
Servant of the Betrayer,SoB,218,Armwraps of Disdain,Item,DrRo,,,,Neutral,[A] Leather Wrist (1),U,1,,0,,,1,0,Destroy an ability you control >>> your hero has +1 ATK while attacking this turn.,1764,SoB_218.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,219,Azure-Shield of Coldarra,Item,PaShWr,,,,Neutral,[A] Shield Off-Hand (1),R,3,,0,,,0,0,"[Exhaust] >>> If your hero would be dealt damage, prevent all but 3 of it.",1765,SoB_219.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,220,Barbaric Legstraps,Item,HuSh,,,,Neutral,[A] Mail Legs (1),U,3,,0,,Melee,1,0,Your hero deals 2 melee damage to target hero or ally. Use only if an opposing ally was destroyed this turn.,1766,SoB_220.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,221,Doomplate Warhelm,Item,PaWr,,,,Neutral,[A] Plate Head (1),U,4,,0,,,3,0,Each of your armor has +3 DEF while you have five or more equipment.,1767,SoB_221.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,222,Fanblade Pauldrons,Item,PaWr,,,,Neutral,[A] Plate Shoulder (1),U,2,,0,,,0,0,Exhaust your hero >>> Fanblade Pauldrons has +4 DEF this turn.,1768,SoB_222.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,223,Helm of Desolation,Item,HuSh,,,,Neutral,[A] Mail Head (1),U,3,,0,,,1,0,"When you strike with a weapon, target ally in your party has +2 ATK this turn.",1769,SoB_223.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,224,Legguards of the Shattered Hand,Item,PaWr,,,,Neutral,[A] Plate Legs (1),R,6,,0,,,5,0,[Exhaust] >>> Destroy target ally with damage on it.,1770,SoB_224.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,225,Mana-Etched Crown,Item,MgPrWk,,,,Neutral,[A] Cloth Head (1),R,4,,0,,,1,0,"[Exhaust] >>> Put target ability card from your graveyard into your resource row face down and exhausted. Use only if you have seven or more cards in hand,",1771,SoB_225.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,226,Mana-Sphere Shoulderguards,Item,PrWk,,,,Neutral,[A] Cloth Shoulder (1),R,3,,0,,Shadow,1,0,"When an opponent discards a card, your hero deals 1 shadow damage to each hero and ally in that opponent's party.",1772,SoB_226.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,227,Wastewalker Helm,Item,DrRo,,,,Neutral,[A] Leather Head (1),U,2,,0,,,1,0,"When your hero deals damage to an exhausted ally, destroy it.",1773,SoB_227.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,228,Wastewalker Leggings,Item,DrRo,,,,Neutral,[A] Leather Legs (1),R,4,,0,,Melee,1,0,"When an opposing hero or ally becomes exhausted, your hero deals 1 melee damage to it.",1774,SoB_228.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,229,Choker of Vile Intent,Item,DrHuPaRoShWr,,,,Neutral,[I] Neck (1),R,3,,0,,,0,0,"At the start of your turn, you may destroy an ability, ally, or equipment you control. If you do, each opponent destroys a card of that kind he controls.",1775,SoB_229.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,230,Hourglass of the Unraveller,Item,HuPaRoWr,,,,Neutral,[I] Trinket (2),R,3,,0,,,0,0,"You pay 1 less to play equipment, to a minimum of 1.",1776,SoB_230.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,231,Quagmirran's Eye,Item,DrMgPaPrShWk,,,,Neutral,[I] Trinket (2),R,3,,0,,,0,0,"You pay 1 less to play abilities, to a minimum of 1.",1777,SoB_231.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,232,Ring of the Shadow Deeps,Item,DrHuPaRoShWr,,,,Neutral,[I] Ring (2),U,1,,0,,,0,0,"[Exhaust], Destory an ally in your party >>> Your hero has +2 ATK while attacking this turn.",1778,SoB_232.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,233,Ring of the Silver Hand,Item,DrPaSh,,,,Neutral,[I] Ring (2),R,3,,0,,,0,0,"[Exhaust], >>> Prevent all combat damage that target attacking ally would deal to your hero this combat.",1779,SoB_233.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,234,Blade of Wizardry,Item,MgWr,,,,Neutral,[W] 1-Hand Sword Melee (1),E,3,,1,3,Melee,0,0,"Pay 1 , [Exhaust], Discard an ability card >>> Destroy target ally.",1620,SoB_234.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,235,Bloodskull Destroyer,Item,PaShWr,,,,Neutral,[W] 1-Hand Mace Melee (1),U,2,,3,2,Melee,0,0,"Pay 1, Destroy Bloodskull Destroyer Destroy >>> target ally with protector.",1780,SoB_235.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,236,Essence Gatherer,Item,MgPrWk,,,,Neutral,[W] 1-Hand Wand (1),U,2,,1,1,Arcane,0,0,"When an opposing ally is destroyed, you may pay 1. If you do, draw a card.",1514,SoB_236.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,237,Plasma Rat's Hyper-Scythe,Item,PaWr,,,,Neutral,[W] 2-Hand Polearm Melee (1),U,6,,4,2,Melee,0,0,Exhaust one of your armor or weapons >>> Ready one of your resources.,1781,SoB_237.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,238,Quantum Blade,Item,HuPaWr,,,,Neutral,[W] 2-Hand Sword Melee (1),E,5,,5,5,Melee,0,0,Remove the top ten cards of your deck from the game >>> You pay 5 less the next time you strike with Quantum Blade this turn.,1621,SoB_238.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,239,Reflex Blades,Item,DrRoSh,,,,Neutral,[W] 1-Hand Fist Melee (1) Instant,U,5,,2,0,Melee,0,0,"When you play an armor or weapon, ready Reflex Blades and your hero.",1619,SoB_239.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,240,Terokk's Shadowstaff,Item,MgPrWk,,,,Neutral,[W] 2-Hand Staff Melee (1),R,3,,1,4,Melee,0,0,"Pay 2, Destroy Terokk's Shadowstaff >>> Target opponent chooses an ally in his party, and you gain control of it. and you take control of that ally.",1782,SoB_240.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,241,Vileblade of the Betrayer,Item,Rogue,,,,Neutral,[W] 1-Hand Dagger Melee (1),R,3,,2,1,Melee,0,0,You may remove a Poison card in hand from the game rather than pay Vileblade of the Betrayer's cost.,1783,SoB_241.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,242,Voidfire Wand,Item,MgPrWk,,,,Neutral,[W] 1-Hand Wand (1),R,4,,1,1,Frost,0,0,"When combat damage is dealt with Voidfire Wand to a hero, the next time that hero's controller would draw a card, he skips drawing it instead.",1784,SoB_242.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,243,Wand of the Seer,Item,MgPrWk,,,,Neutral,[W] 1-Hand Wand (1),R,4,,1,1,Nature,0,0,"When your hero deals damage with an ability to a hero, it also deals that much nature damage divided as you choose to any number of target allies.",1785,SoB_243.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,244,Wrathtide Longbow,Item,Hunter,,,,Neutral,[W] 1-Hand Bow Ranged (1),U,5,,3,2,Ranged,0,0,"When you strike with Wrathtide Longbow, your hero has long-range this combat.
When an opposing ally enters play, your hero deals 1 ranged damage to it.",1511,SoB_244.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,245,Marks of Kil'jaeden,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Aldor Reputation (Can't put Scryer cards in your deck.)
If an ally with inspire is in your party, pay 1 to complete this quest.  
Reward: Draw a card.",1527,SoB_245.jpg,Core,Aldor,,,,Aldor
Servant of the Betrayer,SoB,246,Sunfury Briefings,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Aldor Reputation (Can't put Scryer cards in your deck.)
Pay 5 to complete this quest.
Reward: Ready an ally in your party.",1786,SoB_246.jpg,Core,Aldor,,,,Aldor
Servant of the Betrayer,SoB,247,Firewing Signets,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Scryer Reputation (Can't put Aldor cards in your deck.)
If an ally with sabotage is in your party, pay 1 to complete this quest.
Reward: Draw a card.",1528,SoB_247.jpg,Core,Scryer,,,,Scryer
Servant of the Betrayer,SoB,248,Manaforge B'naar,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Scryer Reputation (Can't put Aldor cards in your deck.)
Pay 2 to complete this quest.
Reward: Exhaust target ally.",1787,SoB_248.jpg,Core,Scryer,,,,Scryer
Servant of the Betrayer,SoB,249,Deep Sea Salvage,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"During your turn, pay 4 to complete this quest.
Reward: Put a card from your graveyard on top of your deck.",1788,SoB_249.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,250,Dr. Boom!,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Pay 1 to complete this quest.
Reward: Reveal the top card of your deck, put damage on your hero equal to its cost, then put it into hand.",1508,SoB_250.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,251,An Improper Burial,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Remove any number of ally cards in your graveyard from the game and pay 2 to complete this quest.
Reward: Draw a card for each three ally cards removed this way.",1789,SoB_251.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,252,Information Gathering,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"During your turn, pay 3 to complete this quest.
Reward: Look at the top three cards of your deck. Put one into hand, one on top of your deck, and the other on the bottom.",1790,SoB_252.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,253,Kim'jael Indeed!,Quest,Any,,,,Neutral,,U,0,,0,,,0,0,"Pay 1 to complete this quest.
Reward: Reveal the top five cards of your deck. Put a revealed card with the same name as a card in play you control intro your hand and the rest on the bottom of your deck.",1791,SoB_253.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,254,Leader of the Darkcrest,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"If an ally with cost 5 or more is in your party, pay 5 to complete this quest.
Reward: Draw three cards.",1792,SoB_254.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,255,Meeting with the Master,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Pay 2 to complete this quest.
Reward: Draw a card for each five resources you have.",1793,SoB_255.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,256,Needs More Cowbell,Quest,Any,,,,Neutral,,R,0,,0,,,0,0,"During your turn, pay 2 to complete this quest.
Reward: Put a unique Ghost Cow ally token named Bessy into play with 1 Melee ATK / 1 health and ""At the start of your turn, remove this ally from the game. If you do, you may remove target ally from the game.""",1526,SoB_256.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,257,Orders From Lady Vashj,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Pay 2 to complete this quest.
Reward: If you have no cards in hand, draw two cards.",1592,SoB_257.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,258,Potential Energy Source,Quest,Any,,,,Neutral,,U,0,,0,,,0,0,"Pay 2 to complete this quest.
Reward: You pay 4 less to complete your next quest this turn.",1794,SoB_258.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,259,Preparing for War,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Pay X to complete this quest.
Reward: Shuffle X target cards from any number of graveyards into their owners' decks.",1795,SoB_259.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,260,Shutting Down Manaforge Ara,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"If an equipment was destroy this turn, pay 1 to complete this quest.
Reward: Draw a card.",1796,SoB_260.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,261,The Sigil of Krasus,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"If an opponent played an ally this turn, pay 1 to complete this quest.
Reward: Draw a card.",1797,SoB_261.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,262,The Unending Invasion,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Pay 4 to complete this quest.
Reward: Draw a card, then draw another one for each 10 damage on your hero.",1798,SoB_262.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,263,A Warm Welcome,Quest,Any,,,,Neutral,,R,0,,0,,,0,0,"If your hero has dealt 5 or more damage this turn, pay 2 to complete this quest.
Reward: Draw two cards.",1799,SoB_263.jpg,Core,Neutral,,,,
Servant of the Betrayer,SoB,264,"You, Robot",Quest,Any,,,,Neutral,,U,0,,0,,,0,0,"Pay 1 to complete this quest.
Reward: Equipment card in your hand are instant this turn.",1800,SoB_264.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,001,"""Black Ice"" Fizzlefreeze",Hero,Mage,Gnome,"Engineering, Tailoring",Frost,Alliance,,U,0,,0,,Frost,0,25,"Pay 1, Flip Black Ice >>> Black Ice deals 1 frost damage to target hero or ally. A character dealt damage this way can't attack this turn.",1850,HfI_001.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,002,Blaine Roberts,Hero,Warrior,Human,"Alchemy, Tailoring",Protection,Alliance,,U,0,,0,,,0,30,"Pay 2, Flip Blaine >>> Destroy target armor or item.",1851,HfI_002.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,003,Durga Gravestone,Hero,Rogue,Dwarf,"Alchemy, Leatherworking",Assassination,Alliance,,U,0,,0,,,0,27,"Pay 1, Flip Durga, remove up to five Combo cards in your graveyard from the game Destroy target ally if its cost is less than or equal to the number of cards removed this way.",1852,HfI_003.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,004,Elumeria Wildershot,Hero,Hunter,Night Elf,"Alchemy, Jewelcrafting",Beast Mastery,Alliance,,U,0,,0,,,0,28,"Pay 1, Flip Elumeria Elumeria heals all damage from all of your Pets.",1853,HfI_004.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,005,Eriun Moonglow,Hero,Druid,Night Elf,"Mining, Alchemy",Balance,Alliance,,U,0,,0,,Nature,0,27,"Pay X, Flip Eriun, shuffle X Balance ability cards from your graveyard into your deck Eriun deals X nature damage to target ally. Use only on your turn.",1854,HfI_005.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,006,"Kamboozle, Bringer of Doom",Hero,Warlock,Gnome,"Skinning, Jewelcrafting",Affliction,Alliance,,U,0,,0,,,0,28,"Pay 4, Flip Kamboozle, put 2 damage on her Draw two cards.",1855,HfI_006.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,007,Marta Spires,Hero,Priest,Human,"Herbalism, Enchanting",Holy,Alliance,,U,0,,0,,,0,26,"Pay 6, Flip Marta, Put target ally card from your graveyard into play if its cost is less than or equal to the number of resources you have. Use only on your turn.",1856,HfI_007.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,008,Vakeron,Hero,Paladin,Draenei,"Alchemy, Enchanting",Holy,Alliance,,U,0,,0,,Holy,0,29,"Pay 7, Flip Vakeron, Vakeron deals 2 unpreventable holy damage to each opposing hero and ally.",1857,HfI_008.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,009,Zaritha,Hero,Shaman,Draenei,"Alchemy, Enchanting",Restoration,Alliance,,U,0,,0,,,0,28,"Pay 2, Flip Zaritha, Zaritha heals 5 damage from target hero or ally.",1858,HfI_009.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,010,Grindel Hellbringer,Hero,Warlock,Orc,"Alchemy, Jewelcrafting",Destruction,Horde,,U,0,,0,,Fire,0,28,"Pay 3, Flip Grindel, Grindel deals 1 fire damage to each hero and ally. Use only on your turn.",1860,HfI_010.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,011,Joren the Martyr,Hero,Priest,Undead,"Jewelcrafting, Tailoring",Discipline,Horde,,U,0,,0,,,0,26,"Pay 2, Flip Joren, The next time target hero or ally would be dealt damage this turn, prevent it.",1861,HfI_011.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,012,"Koth, Caller of the Hunt",Hero,Hunter,Orc,"Mining, Blacksmithing",Marksmanship,Horde,,U,0,,0,,,0,28,"Pay 2, Flip Koth, Allies in your party have +1 ATK while in combat with target hero or ally this turn.",1862,HfI_012.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,013,Phosphus the Everburning,Hero,Mage,Undead,"Engineering, Tailoring",Fire,Horde,,U,0,,0,,Fire,0,25,"Pay 4, Flip Phosphus, Choose one: Phosphus deals 4 fire damage to target ally; or Phosphus deals 2 fire damage to each of two target allies.  Use only on your turn.",1863,HfI_013.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,014,Ravenna,Hero,Rogue,Blood Elf,"Mining, Alchemy",Subtlety,Horde,,U,0,,0,,,0,27,"Flip Ravenna, Target ally in your party has stealth this turn.",1864,HfI_014.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,015,Ringleader Kuma,Hero,Shaman,Tauren,"Skinning, Leatherworking",Enhancement,Horde,,U,0,,0,,,0,29,"Pay 4, Flip Kuma, Heroes and allies in your party have +2 ATK while attacking heroes this turn.",1865,HfI_015.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,016,Tahanu Brinkrunner,Hero,Druid,Tauren,"Enchanting, Jewelcrafting",Restoration,Horde,,U,0,,0,,,0,28,"Pay 4, Flip Tahanu, Put target ally card from your graveyard into hand.",1866,HfI_016.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,017,Valterus,Hero,Paladin,Blood Elf,"Skinning, Alchemy",Protection,Horde,,U,0,,0,,,0,29,"Pay 3, Flip Valterus, Target friendly hero or ally is untargetable this turn.",1867,HfI_017.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,018,Warmaster Bo'jo,Hero,Warrior,Troll,"Alchemy, Jewelcrafting",Arms,Horde,,U,0,,0,,,0,30,"Pay 2, Flip Bo'jo, Bo'jo has +2 ATK while attacking this turn.",1868,HfI_018.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,019,Kurzon the False,Hero,Demon,Demon,,,Alliance,,U,0,,0,,,0,28,"FRONT: Pay 1, Put three Alliance allies from your party into their owners' hands >>> Flip Kurzon face down.
BACK: Alliance allies in your party are elusive.",1859,HfI_019.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,020,Famish the Binder,Hero,Demon,Demon,,,Horde,,U,0,,0,,,0,28,"FRONT: Pay 3, Destroy three Horde allies in your party >>> Flip Famish face down.
BACK: Horde allies in your party have ferocity.",1869,HfI_020.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,021,Imp Lord Pinprik,Hero,Demon,Demon,,,Neutral,,U,0,,0,,,0,8,"FRONT: Elusive
BACK: Elusive
Deckbuilding: You can include only neutral quests, any abilities that deal fire damage, and any [Fire] allies. You can't include cards with reputation or text restrictions (like Fire Hero Required).",1818,HfI_021.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,022,Mother Misery,Hero,Demon,Demon,,,Neutral,,U,0,,0,,,0,30,"FRONT: Sextuple Wield (Can have up to six hands of Melee weapons and strike with any number of them during the same combat.)
BACK: Sextuple Wield (Can have up to six hands of Melee weapons and strike with any number of them during the same combat.)
Deckbuilding: You can include only neutral quests and any Melee weapons. You can't include cards with reputation or text restrictions (like Fire Hero Required).",1870,HfI_022.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,023,Obliveron,Hero,Demon,Demon,,,Neutral,,U,0,,0,,,0,25,"FRONT: You can have any number of Pets.
BACK: You can have any number of Pets.
Deckbuilding: You can include only neutral quests, any Traitor cards, and any Demon allies. You can't include cards with reputation or other text restrictions (like Fire Hero Required).",1819,HfI_023.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,024,"Xia, Queen of Suffering",Hero,Demon,Demon,,,Neutral,,U,0,,0,,,0,20,"FRONT: Flip Xia Gain control of target ally. Use only on your turn.
BACK: 
Deckbuilding: You can include only neutral quests, any [Warlock] abilities, and any [Warlock] allies with ally type Warlock. You can't include cards with reputation or text restrictions (like Fire Hero Required).",1871,HfI_024.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,025,Brace or Mace,Ability,Druid,,,Restoration,Neutral,Instant,U,1,,0,,,0,0,"Choose one: Your hero heals 4 damage from target hero; or attach to target ally.
Ongoing: Attached ally has +1 ATK / +1 health.",2008,HfI_025.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,026,Energize,Ability,Druid,,,Restoration,Neutral,Instant,C,3,,0,,,0,0,Target player draws two cards.,1918,HfI_026.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,027,Feral Energy,Ability,Druid,,,Feral,Neutral,,R,2,,0,,,0,0,"Ongoing: While in cat form, when your hero deals combat damage to a defending hero, you may pay 1 . If you do, its controller discards a card.",2009,HfI_027.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,028,Ferociousness,Ability,Druid,,,Feral,Neutral,Instant Form (1),C,1,,0,,,0,0,"Ongoing: When your hero protects, draw a card.
Your hero is in bear form. (Is a protector. Destroy this card when you strike with a weapon or play a non-Feral ability.)",1835,HfI_028.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,029,Furor,Ability,Druid,,,Restoration,Neutral,Talent,R,3,,0,,,0,0,"Restoration Hero Required
Ongoing: When you play a Form, you may ready up to X of your resources, where X is its cost.",2010,HfI_029.jpg,Core,Neutral,Restoration,,,
Hunt for Illidan,HfI,030,Insect Swarm,Ability,Druid,,,Balance,Neutral,Talent,R,1,,0,,Nature,0,0,"Balance Hero Required
Attach to target hero or ally, and your hero deals 2 nature damage to it.
Ongoing: Attached character has -2 ATK.",1811,HfI_030.jpg,Core,Neutral,Balance,,,
Hunt for Illidan,HfI,031,Rebirth,Ability,Druid,,,Restoration,Neutral,Instant,U,5,,0,,,0,0,Put target ally card from your graveyard into play if its cost is less than or equal to the number of resources you have.,1919,HfI_031.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,032,Rotten to the Spore,Ability,Druid,,,Balance,Neutral,,R,5,,0,,,0,0,"Exhaust any number of target allies in target opponent's party.
Ongoing: Each of them can't ready during its controller's ready step.",2011,HfI_032.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,033,Stormfire,Ability,Druid,,,Balance,Neutral,,C,3,,0,,Arcane,0,0,"Your hero deals 3 arcane damage to target hero or ally.
Draw a card.",1946,HfI_033.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,034,Typhoon,Ability,Druid,,,Balance,Neutral,,U,4,,0,,,0,0,"Ongoing: Typhoon enters play with two wind counters.
Opposing heroes and allies can't attack or protect.
At the start of your turn, remove a wind counter. If none remain, destroy Typhoon.",1995,HfI_034.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,035,Bait the Trap,Ability,Hunter,,,Survival,Neutral,Instant,U,2,,0,,,0,0,"Ongoing: Trap cards in your hand also have ""You may exhaust a defending ally in your party rather than pay this card's cost.""",2012,HfI_035.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,036,The Beast Within,Ability,Hunter,,,Beast Mastery,Neutral,Instant Talent,R,1,,0,,,0,0,"Beast Mastery Hero Required
While you have a Pet this turn, prevent all damage that your hero would be dealt, and your hero has +3 ATK.",1920,HfI_036.jpg,Core,Neutral,Beast Mastery,,,
Hunt for Illidan,HfI,037,Ice Trap,Ability,Hunter,,,Survival,Neutral,Instant,C,4,,0,,Frost,0,0,"Trap (You may exhaust your defending hero rather than pay this card's cost.)
Your hero deals 3 frost damage to target attacker. Remove a character dealt damage this way from combat.",1888,HfI_037.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,038,Patient Shot,Ability,Hunter,,,Marksmanship,Neutral,,C,3,,0,,Ranged,0,0,"Ongoing: You're hero has ""[Exhaust] >>> This hero deals 1 ranged damage to target hero or ally.""",1994,HfI_038.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,039,Shadow,Ally,Hunter,Panther,,,Neutral,Pet (1),C,6,,7,,Melee,0,7,Elusive (Can't be attacked.),1834,HfI_039.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,040,Stable Master,Ability,Hunter,,,Beast Mastery,Neutral,,U,1,,0,,,0,0,Ongoing: You can have an additional Pet.,1921,HfI_040.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,041,Trueshot Aura,Ability,Hunter,,,Marksmanship,Neutral,Talent Aura (1),R,4,,0,,,0,0,"Marksmanship Hero Required
Ongoing: Ranged allies in your party have +2 ATK while attacking.
Your Ranged weapons have +2 ATK while your hero is attacking.",2013,HfI_041.jpg,Core,Neutral,Marksmanship,,,
Hunt for Illidan,HfI,042,Viper Sting,Ability,Hunter,,,Marksmanship,Neutral,Instant,R,4,,0,,,0,0,"Attach to target hero.
Ongoing: At the start of attached hero's controller's turn, he exhausts one of his resources, or two if you have a Ranged weapon.",1998,HfI_042.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,043,Webster,Ally,Hunter,Spider,,,Neutral,Pet (1),R,3,,4,,Nature,0,3,"At the end of your turn, you may put a web counter on target ally.
Allies with a web counter can't attack.
When Webster leaves play, remove all web counters from opposing allies.",1812,HfI_043.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,044,Wipe or Snipe,Ability,Hunter,,,Marksmanship,Neutral,Instant,U,3,,0,,Ranged,0,0,"Choose one: Your hero deals 1 ranged damage to each of up to three target heroes and/or allies; or attach to target ally.
Ongoing: Attached ally has long-range.",1803,HfI_044.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,045,Arcane Research,Ability,Mage,,,Arcane,Neutral,,C,3,,0,,,0,0,"You pay 1 less to play Arcane Research for each other card named Arcane Research in your graveyard.
Draw two cards.",1820,HfI_045.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,046,Astral Grief,Ability,Mage,,,Arcane,Neutral,,C,1,,0,,,0,0,Interrupt target quest reward effect.,1828,HfI_046.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,047,Blast Wave,Ability,Mage,,,Fire,Neutral,Talent,R,2,,0,,Fire,0,0,"Fire Hero Required
Your hero deals 2 fire damage to each opposing hero and ally. A character dealt damage this way can't protect this turn.",1999,HfI_047.jpg,Core,Neutral,Fire,,,
Hunt for Illidan,HfI,048,Brain Lock,Ability,Mage,,,Frost,Neutral,,C,4,,0,,,0,0,"Ongoing: Brain Lock enters play with two frost counters.
If an opponent would draw a card, he skips drawing that card and you remove a frost counter instead. If none remain, destroy Brain Lock.",1829,HfI_048.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,049,Flickers from the Past,Ability,Mage,,,Arcane,Neutral,,R,7,,0,,,0,0,Put any number of target ongoing ability cards from your graveyard into play if their combined cost is less than or equal to the number of resources you have.,2014,HfI_049.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,050,Mage Armor,Ability,Mage,,,Arcane,Neutral,,U,3,,0,,,0,0,"Ongoing: Pay 1, Remove an ability card in your graveyard from the game >>> Prevent the next 2 damage that your hero would be dealt this turn.Pay ",1940,HfI_050.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,051,"The More, the Scarier",Ability,Mage,,,Fire,Neutral,,R,0,+x,0,,Fire,0,0,Your hero deals X fire damage to each of X target allies.,2015,HfI_051.jpg,Core,Neutral,,,,
Hunt for Illidan,HfI,052,Smoke or Croak,Ability,Mage,,,"Fire, Arcane",Neutral,,U,1,,0,,Fire,0,0,"Choose one: Your hero deals 3 fire damage to target hero; or attach to target ally.
Ongoing: Attached ally can't attack or protect, loses and can't have powers, and is a Frog.",1810,HfI_052.jpg,Core,Neutral,,,,
